evolution$generation,probaMove,probaBirth,probaDeath,probaDeathByOvercrowding,initialPopulation,popObj,occupiedObj,evolution$samples
39,0.9164748370709577,0.3442818460411736,0.3460741280971853,0.39651340689199466,18.99458676432738,1000000.0,1.0,3
39,0.4476143042080385,0.4306568817391767,0.7357796349312055,0.49977567257942845,21.76962042829407,1000000.0,1.0,2
39,0.8533494850358716,0.691119334723121,0.0,1.0,100.0,991934.0,0.5799516259070143,1
39,0.04686421668747198,0.5927733450958761,0.812838335578272,0.7999368279338712,56.29898673927476,1000000.0,1.0,1
39,0.9401669328370001,0.6800600272794206,0.9985227700540957,0.9884800552196125,24.23073022071544,1000000.0,1.0,1
39,0.9179931347882342,0.20421985284239275,0.36237135980662555,0.5271792843391679,100.0,999998.0,0.9994625100779361,1
39,0.04686421668747198,0.5302733450958761,0.813082476203272,0.8003383407638117,56.29898673927474,999999.5,0.9998656275194839,2
39,0.574610310898897,0.46372606948900574,0.5699037553614691,0.4151641731099837,17.91791105148607,1000000.0,1.0,1
39,1.0,0.3594412187251116,0.3194892876724713,0.5500362518937252,100.0,999999.0,0.999731255038968,2
39,0.9209597857646511,0.29088573164680204,0.315429253239306,0.5880754032774276,93.96396019869736,999991.0,0.998925020155872,1
39,0.23590928808048361,0.6396057084890368,0.8333692825516287,1.0,21.33028423921733,1000000.0,1.0,1
39,1.0,0.216517638402056,0.5012129927817661,0.6172315350454258,100.0,999995.0,0.9986562751948401,1
39,0.8021122959150246,0.31188760974296853,0.3872572949886366,0.5954888221181083,92.95664269899046,999996.0,0.9994625100779361,2
39,0.1762827351260688,0.501407015048957,0.7164178215929897,0.772022196079974,100.0,1000000.0,1.0,1
39,0.8021122959150246,0.2868883389392912,0.3872572949886366,0.5954888221181083,92.95664269899046,999996.0,0.9993281375974201,2
39,0.04686421668747198,0.5302733450958761,0.813082476203272,0.7999368279338712,56.29898673927474,1000000.0,1.0,1
39,0.8021122959150246,0.2868876097429685,0.3872572949886366,0.5954888221181083,92.95664269899046,1000000.0,1.0,1
39,0.0,0.41013664633938235,0.8581406712418723,0.05878127516619586,60.72628340176597,1000000.0,1.0,1
39,0.0,0.27622897828284515,0.0,1.0,87.87267038879168,991939.0,0.999731255038968,1
39,0.0,0.4136140394541256,1.0,0.07419326245133195,100.0,1000000.0,1.0,1
39,0.8021122959150246,0.2868802855242185,0.3872572949886366,0.5954888221181083,92.95664269899046,999998.5,0.999596882558452,2
39,1.0,0.6612758611461278,1.0,1.0,1.0,1000000.0,1.0,1
39,0.7176075601403646,0.49912751605000133,0.4691399670356052,0.42137340017581226,16.913593486119705,999999.0,0.999731255038968,1
39,0.0,0.4146192864425597,0.9558822083327331,0.0,100.0,1000000.0,1.0,2
39,0.04686421668747198,0.5305858450958761,0.813082476203272,0.7990350604693532,56.29898673927474,1000000.0,1.0,1
39,0.0,0.3983557912214732,0.5408657642249028,0.9636879933022338,75.17550066481218,999993.0,0.999731255038968,1
39,1.0,0.18700731413387195,1.0,1.0,1.0,1000000.0,1.0,1
39,0.04686421668747198,0.5302733450958761,0.813082476203272,0.7994485466838712,56.29898673927474,1000000.0,1.0,2
39,1.0,0.7195923932488113,0.8176884825406763,1.0,1.0,999999.0,0.999731255038968,1
