evolution$generation,probaMove,probaBirth,probaDeath,probaDeathByOvercrowding,initialPopulation,popObj,occupiedObj,evolution$samples
514,0.9164748370709577,0.3442818460411736,0.3460741280971853,0.39651340689199466,18.99458676432738,999999.0,0.999731255038968,7
514,0.8984111614681062,0.7848340526946915,0.17098492914266142,0.0,100.0,704840.0,0.9484009674818598,1
514,0.9680909008627133,0.6240933988635337,0.005251266268026571,0.5741981149207788,100.0,833709.5,0.009137328675087375,2
514,0.9908803921179653,1.0,0.0,0.2564963785653261,1.0,797427.0,0.11582907820478361,1
514,0.8881323530261325,0.7721738271671845,0.0,0.0,100.0,783600.5,0.9631819403386186,2
514,0.8620733307106856,0.8220498309744134,0.0,0.5705041673793697,25.711476116257483,810468.0,0.009943563558183266,1
514,1.0,0.10437890843298248,0.0,0.0,1.0,785749.0,0.7809728567589358,1
514,1.0,1.0,0.0,0.3702008590148418,1.0,841099.0,0.009540446116635293,4
514,0.8956660757068698,0.9261175653963899,0.15513582214178628,0.15176473082812197,100.0,795706.0,0.2907820478366031,1
514,1.0,0.8291367119891002,0.013395046653399459,0.11781024840786108,61.76057839631384,796636.0,0.14592851384036554,1
514,0.8678262111487054,0.5604147276924785,0.016848413940063197,0.3343685896401968,28.80772556387354,798370.0,0.06987368986831499,1
514,1.0,1.0,0.20310203172344,0.15351520147697695,47.401006154997084,798999.0,0.035205589895189515,1
514,0.9107118720516102,1.0,0.0,0.4501995293283966,1.0,798589.0,0.0368180596613813,1
514,0.0865979898253606,0.1320231690576929,0.0,0.007592195196328533,100.0,798686.0,0.930663800053749,3
514,0.3596805372655231,0.7942900395958584,0.0,0.4167108497138459,1.0,798873.0,0.2700886858371405,3
514,0.1933958337905614,0.34138723883898725,0.019206606063679146,1.0,22.628054177294825,999972.0,0.998925020155872,5
514,1.0,0.9220668216786835,0.0,0.7090112754326265,23.87925649507683,925619.0,0.009406073636119339,1
514,0.3082245351374943,0.6922088049900623,0.0,0.47534804952469567,13.677996726480446,799484.5,0.29924751410911044,2
514,1.0,0.7838536771107893,0.0,0.5855978826200181,10.864818515409022,877200.0,0.009674818597151358,1
514,0.121291143931366,0.5621805534466742,0.0,0.7243543336344601,73.42808249704927,799992.5,0.4216608438591777,2
514,0.6671004714603269,0.8055245944885612,0.0,0.7903656225176243,44.416105140043776,881149.5,0.009943563558183266,2
514,1.0,0.7997467892736227,0.21665012036189218,0.0,99.95155701643044,792588.0,0.9505509271701156,1
514,0.6737431615888587,1.0,0.0,0.8510494901638705,88.17075888158797,881930.0,0.009809191077667312,2
514,0.9636086742884042,0.7842687499076817,0.0,0.3508642961624429,1.0,799213.0,0.04783660306369253,1
514,0.9538060532502182,0.0,0.0,0.0,1.0,992263.0,0.5361461972588014,3
514,0.8533494850358716,0.691119334723121,0.0,1.0,100.0,992259.0,0.624832034399355,3
514,0.9209597857646511,0.29088573164680204,0.315429253239306,0.5880754032774276,93.96396019869736,999997.0,0.9993281375974201,4
514,0.662961330506664,0.5377694756891798,0.4466829836771239,0.4433691619425683,21.29426222711392,999999.0,0.999731255038968,5
514,0.04686421668747198,0.5302733450958761,0.813082476203272,0.8003383407638117,56.29898673927474,1000000.0,1.0,5
514,1.0,0.8514112771866145,0.0,0.5528339301572207,1.0,895521.0,0.009674818597151358,1
514,1.0,1.0,0.018193710545593832,0.0,63.7111631685853,792123.0,0.9680193496371943,1
514,0.8821788378654969,0.41829077210204557,0.0,0.542539960898028,36.03066582280219,841426.0,0.009943563558183266,1
514,0.03886189786569681,0.10724955394090419,0.0,0.843118871719967,41.56237548730104,991935.0,0.9666756248320344,3
514,0.47777241823791994,0.8337126049831073,0.20852343465097412,0.33418854200456843,98.13496843518939,798890.0,0.14485353399623757,1
514,0.9999237060546875,0.5270129743096112,0.0,0.5656073672688513,1.0,901368.0,0.009674818597151358,1
514,0.0,1.0,0.0,1.0,1.0,992225.0,0.999731255038968,3
514,1.0,1.0,0.016835958684267148,0.7227793894024233,63.991309201087276,917522.0,0.009674818597151358,1
514,0.916920477027812,1.0,0.026412916398158903,0.15482394426551638,44.048857141421074,798687.0,0.3152378392905133,1
514,1.0,0.216517638402056,0.5012129927817661,0.6172315350454258,100.0,999999.0,0.999731255038968,4
514,1.0,0.7146998163715659,0.8018765008631086,0.2787429159089196,67.31210844823852,999999.0,0.999731255038968,4
514,1.0,0.7717215594867497,0.0051646075703309716,0.7469967474921434,90.41727611996052,927691.0,0.009674818597151358,1
514,0.8369589499275699,0.3326028834501011,0.0906601282282648,0.2768799830122808,90.45898078949111,899835.0,0.529293200752486,2
514,0.29934145739490137,0.6348828836433864,0.0,0.549037690578948,25.87454144595155,799860.0,0.2133834990593927,1
514,0.8459517876499274,1.0,0.17498217663625132,0.0,100.0,798450.0,0.9629131953775867,1
514,1.0,0.6988103072121842,0.0,1.0,99.505,992191.5,0.514915345337275,2
514,1.0,0.027745325255545183,0.2773058452912177,0.6184999974606372,100.0,999994.0,0.998925020155872,3
514,0.8021122959150246,0.3118876097429685,0.3247572949886366,0.5954888221181084,92.95664269899045,999999.0,0.9997312550389681,4
514,1.0,1.0,0.011197738470381764,0.8069971458020667,98.26927005060732,899012.0,0.009943563558183266,1
514,0.121291143931366,0.5621805534466742,0.0015625,0.7243543336344601,73.42808249704927,899894.0,0.7288363343187315,2
514,1.0,1.0,0.0,1.0,98.91376402567474,992245.0,0.5407148615963451,2
514,0.04686421668747198,0.5302733450958761,0.813082476203272,0.7994485466838712,56.29898673927474,999999.5,0.9998656275194839,4
514,0.8021122959150246,0.2868883389392912,0.3872572949886366,0.5954888221181083,92.95664269899046,999999.5,0.9998656275194839,4
514,1.0,1.0,0.2750063705210543,0.0,100.0,798871.0,0.9513571620532115,1
514,0.26919326544346756,0.0,0.0,0.0,1.0,992226.0,0.8743617307175491,2
514,0.977627044328718,0.6265995502405952,0.0,1.0,80.91265330355341,992256.0,0.6123353937113679,2
514,0.19666762605531415,0.5159327602918353,0.4931920342916656,0.7593407234859898,100.0,999998.0,0.999731255038968,3
514,0.0,0.82413285144769,0.0,0.5511442470382046,100.0,990834.5,0.999731255038968,2
514,0.8968798121259562,1.0,0.0,1.0,1.0,992507.5,0.6181134103735555,2
514,0.052594868747974366,0.8105592873163648,0.0,0.05107974962757034,1.0,799617.0,0.8771835528083849,1
514,0.7990268285127006,0.0,0.0,0.5577831090460486,100.0,992411.0,0.6245632894383231,2
514,0.0,0.27622897828284515,0.0,1.0,87.87267038879168,992056.5,0.999731255038968,2
514,0.0,0.40681458093317524,0.8274987042931335,0.13588452065407827,65.43739838131104,1000000.0,1.0,4
514,0.40501425809341596,1.0,1.0,0.0,100.0,1000000.0,1.0,4
514,0.0,0.4146192864425597,0.9558822083327331,0.0,100.0,1000000.0,1.0,4
514,0.9179931347882342,0.20421985284239275,0.36237135980662555,0.5271792843391679,100.0,999999.0,0.999731255038968,3
514,1.0,0.3594412187251116,0.3194892876724713,0.5500362518937252,100.0,999999.0,0.999731255038968,3
514,0.0,0.4529969714534355,0.389993231791818,0.9643373893802627,80.45635359544553,999999.0,0.999731255038968,3
514,0.8620763545497794,0.9412105332436916,0.7413317575498897,0.2306640810382726,97.80287882320206,999999.0,0.999731255038968,3
514,0.12235372584709236,0.0028289824267215963,0.0,0.13551477116947153,9.356805042289896,883007.0,0.4146734748723462,1
514,0.6437087508371003,0.828621791594103,0.00324430733841772,1.0,1.0,999269.0,0.972991131416286,2
514,1.0,0.3739533741603365,0.008973576366114046,0.817684366765072,1.0,999771.5,0.9752754635850578,2
514,1.0,0.7564377534804239,0.0,0.9792545153049169,34.98346957264421,979654.0,0.2824509540446116,1
514,1.0,0.0,0.027434551074195457,0.5507045102942417,1.0,999956.0,0.9947594732598763,2
514,1.0,0.8134872561528419,0.0,0.0,95.0763278739221,845737.0,0.9607632356893309,1
514,0.9226730188490937,1.0,0.19398625539588904,1.0,39.44201218931494,999982.5,0.9975812953507122,2
514,0.06546901007209993,0.294990141657682,0.07352124608333986,1.0,36.51263003281052,999969.0,0.99932813759742,2
514,0.6573124609023705,0.30374478153353,0.18447465908287164,0.47396823657286546,93.71856181662102,999988.5,0.9985219027143242,2
514,0.6979361835077194,0.9285976642860205,0.0,0.9546312837303319,96.90625,979259.0,0.32491265788766466,1
514,0.7149712684282792,0.8472567572142786,0.0,0.9671822520227011,100.0,981931.0,0.3082504703036818,1
514,1.0,0.0,0.24817866108787587,0.590681199171596,99.92739224055342,999991.5,0.999193765116904,2
514,1.0,0.19842237275618774,0.2005330824288179,0.44231232961219524,93.57522044766931,999996.0,0.9990593926363881,2
514,0.8077435198462083,0.2941775323205398,0.37777242684153367,1.0,1.0,999995.5,0.999193765116904,2
514,0.8938304737718672,1.0,0.4790681419472196,1.0,1.0,999994.0,0.99932813759742,2
514,1.0,0.7564377534804239,0.0,0.979254515304917,34.98346957264421,991255.0,0.5141091104541791,1
514,1.0,0.3354580479589512,0.0,0.9982747925536777,1.0,992152.0,0.4977156678312281,1
514,0.05578079016056736,0.1595233614540942,1.0,0.0,1.0,1000000.0,1.0,3
514,1.0,0.0,0.0,1.0,48.851147652100344,992201.0,0.5012093523246439,1
514,0.4476143042080385,0.4306568817391767,0.7357796349312055,0.49977567257942845,21.76962042829407,1000000.0,1.0,3
514,0.8774102840753019,0.4843713767604323,1.0,0.0027977831352442167,100.0,1000000.0,1.0,3
514,0.0,0.41013664633938235,0.8581406712418723,0.05878127516619586,60.72628340176597,1000000.0,1.0,3
514,0.6425279499695982,0.6381795485421767,0.7738674260797376,0.9829915305333234,31.687298167847977,1000000.0,1.0,3
514,1.0,0.7195923932488113,0.8176884825406763,1.0,1.0,1000000.0,1.0,3
514,1.0,0.6750019842447079,0.0,0.9853646304638748,81.44817629026713,992109.0,0.7221177102929319,1
514,0.8021122959150246,0.31188760974296853,0.3872572949886366,0.5954888221181083,92.95664269899046,999996.0,0.9994625100779361,2
514,0.8969011847175857,0.5918447740677161,0.0,1.0,100.0,992186.0,0.612201021230852,1
514,0.3576194958287203,0.7935294026983245,0.0,0.9622807355772496,72.6283736610292,992048.0,0.8347218489653319,1
514,0.6517490706197202,0.5943589311313522,0.0,1.0,86.98995112803607,992191.0,0.6646062886320881,1
514,0.8021122959150246,0.2868802855242185,0.3872572949886366,0.5954888221181083,92.95664269899046,999998.5,0.999596882558452,2
514,0.33291089194917695,0.36480953487637025,0.0,1.0,14.021990960572081,992057.0,0.8438591776404192,1
514,0.7946961671486468,0.9983540020592164,0.0,0.9953945411738999,37.877206201166956,992176.0,0.764579414135985,1
